City,Latitude,Longitude,Color
Suzhou Industrial Park|Jiangsu|China,31.27,120.74,red
Trafford|England|United Kingdom,53.45,-2.37,red
Arakawa|@|Japan,35.75,139.79,red
Makassar|South Sulawesi|Indonesia,-5.13,119.49,red
Loja|Loja|Ecuador,-3.99,-79.2,blue
Grayson|Kentucky|United States,38.34,-82.95,red
Thika|Kiambu|Kenya,-1.05,37.08,red
Florence|Alabama|United States,34.81,-87.68,red
Arnhem|Gelderland|Netherlands,51.99,5.95,red
Tiranë|Central Albania|Albania,41.32,19.83,red
Nagaokakyo|@|Japan,34.92,135.7,red
Cheltenham Township|Pennsylvania|United States,40.07,-75.13,red
Holon|Tel Aviv District|Israel,32.01,34.77,red
天平路街道|@|China,31.21,121.45,red
Ottumwa|Iowa|United States,41.05,-92.39,red
Solan|Himachal Pradesh|India,30.91,77.11,red
La Palma|California|United States,33.85,-118.04,red
Fujisawa|@|Japan,35.35,139.48,red
Hosur|Tamil Nadu|India,12.72,77.87,red
Saltillo|Coahuila|Mexico,25.44,-100.99,red
Simferopol|Autonomous Republic of Crimea|Ukraine,44.94,34.13,red
Wonju-si|@|South Korea,37.32,127.98,red
Ciudad Juárez|Chihuahua|Mexico,31.72,-106.42,red
Davenport|Iowa|United States,41.53,-90.57,red
Ube|@|Japan,33.96,131.19,blue
Sumida|@|Japan,35.7,139.8,red
Hubli|Karnataka|India,15.36,75.13,red
San Salvador|Departamento de San Salvador|El Salvador,13.7,-89.21,red
Colwood|British Columbia|Canada,48.43,-123.47,red
Daito|@|Japan,34.71,135.64,red
Zhaoqing City|Guangdong Province|China,23.08,112.5,red
Chunchura|West Bengal|India,22.9,88.39,red
Libreville|Estuaire Province|Gabon,0.39,9.46,blue
Ajman|Ajman Emirate|United Arab Emirates,25.42,55.5,red
Afula|North District|Israel,32.62,35.32,red
Banda Aceh|Aceh|Indonesia,5.57,95.37,red
Kırşehir|@|Turkey,39.14,34.16,red
Lakeville|Massachusetts|United States,41.89,-70.97,red
Grand Junction|Colorado|United States,39.08,-108.55,red
Belagavi|Karnataka|India,15.87,74.51,red
Cecil Township|Pennsylvania|United States,40.28,-80.17,red
Surakarta|Central Java|Indonesia,-7.56,110.86,red
Round Rock|Texas|United States,30.48,-97.67,red
Nahariah|North District|Israel,33.01,35.12,red
Lomé|@|Togo,6.17,1.22,red
Başbağlar Mahallesi|@|Turkey,39.76,39.51,red
Marlborough|Massachusetts|United States,42.35,-71.55,red
Jijel|Jijel|Algeria,36.8,5.75,red
Constanța|@|Romania,44.19,28.65,red
Daugavpils|Latgale|Latvia,55.87,26.52,red
Moorhead|Mississippi|United States,33.44,-90.5,red
Wanghua|Liaoning|China,41.86,123.79,red
Huizhou|Guangdong Province|China,23.13,114.42,red
Darbhanga|Bihar|India,26.16,85.9,red
Zelenograd|Moscow|Russia,55.98,37.21,red
Victoria|Texas|United States,28.82,-96.98,red
Santiago de Surco|Lima|Peru,-12.1,-76.96,red
Tameside|England|United Kingdom,53.49,-2.07,red
Corvera de Asturias|Asturias|Spain,43.55,-5.86,red
Elmalıdere Mahallesi|@|Turkey,38.68,29.41,red
Sandy Springs|Georgia|United States,33.91,-84.35,red
Wuxing District|Zhejiang|China,30.88,120.12,red
Grant|Minnesota|United States,45.05,-92.87,red
Weatherford|Oklahoma|United States,35.53,-98.71,red
Sopron|@|Hungary,47.68,16.58,red
Albany|Georgia|United States,31.58,-84.21,red
Peterborough|England|United Kingdom,52.56,-0.32,red
Sinop|@|Turkey,42.02,35.15,blue
Gütersloh|North Rhine-Westphalia|Germany,51.91,8.42,red
Bayamón|Puerto Rico|United States,18.41,-66.19,red
Sault Ste. Marie|Ontario|Canada,46.5,-84.3,blue
Jahrom County|Fars Province|Iran,28.51,53.56,red
Chula Vista|California|United States,32.63,-117.1,red
Cumberland|Maryland|United States,39.65,-78.73,red
Dharamshala|Himachal Pradesh|India,32.22,76.32,blue
Slemani|Iraqi Kurdistan Region|Iraq,35.58,45.36,red
Odesa|Odesa Oblast|Ukraine,46.48,30.72,red
Madanapalle|Andhra Pradesh|India,13.56,78.5,red
Altoona|Pennsylvania|United States,40.52,-78.4,blue
Banská Bystrica|Region of Banská Bystrica|Slovakia,48.73,19.15,red
Padang|West Sumatra|Indonesia,-0.91,100.46,red
Marília|São Paulo|Brazil,-22.23,-49.94,red
Brooklyn Park|Minnesota|United States,45.1,-93.4,red
Pitești|@|Romania,44.87,24.86,red
Rignano sull'Arno|Tuscany|Italy,43.71,11.45,blue
Abuja|Federal Capital Territory|Nigeria,9.04,7.5,red
Colchester|Vermont|United States,44.49,-73.17,red
Langfang City|Hebei|China,39.95,116.8,red
Lone Tree|Colorado|United States,39.55,-104.88,red
Stavropol|Stavropol Krai|Russia,45.04,41.91,red
Ahmadi|Ahmadi|Kuwait,29.16,48.1,red
Wichita Falls|Texas|United States,33.87,-98.52,red
Ishinomaki|@|Japan,38.45,141.29,red
Upper Providence Township|Pennsylvania|United States,40.14,-75.45,red
Villahermosa|Tabasco|Mexico,18.01,-92.92,red
Suzuka|@|Japan,34.86,136.6,red
Gerakas Municipal Unit|Attica|Greece,38.01,23.86,red
Tondabayashi|@|Japan,34.48,135.58,blue
Siheung-si|@|South Korea,37.34,126.73,red
Çankırı|@|Turkey,40.6,33.61,red
Najaf|Al-Najaf Governorate|Iraq,32.03,44.33,red
Lak Hok Subdistrict|Pathum Thani Province|Thailand,13.96,100.59,red
Chernivtsi|Chernivtsi Oblast|Ukraine,48.29,25.93,red
Enumclaw|Washington|United States,47.21,-121.99,red
Ardahan|@|Turkey,41.11,42.7,blue
Nuneaton and Bedworth|England|United Kingdom,52.55,-1.46,red
Nevşehir|@|Turkey,38.62,34.72,blue
Sioux Falls|South Dakota|United States,43.53,-96.74,blue
Chandrapur|Maharashtra|India,19.97,79.3,blue
Mitaka|@|Japan,35.69,139.53,red
Yeongcheon-si|@|South Korea,36.16,128.98,blue
Trofa|@|Portugal,41.26,-8.57,blue
Rio Branco|Acre|Brazil,-9.96,-67.86,red
Al Mafraq|Mafraq|Jordan,32.36,36.22,red
Ashikaga|@|Japan,36.35,139.4,red
Plattsburgh|New York|United States,44.69,-73.47,red
Kanchipuram|Tamil Nadu|India,12.86,79.73,red
Wilmore|Kentucky|United States,37.86,-84.66,red
Overland Park|Kansas|United States,38.93,-94.73,red
Raebareli|Uttar Pradesh|India,26.25,81.24,blue
Orem|Utah|United States,40.28,-111.71,red
Suwa|@|Japan,36.03,138.11,red
Marshall|Minnesota|United States,44.45,-95.76,red
Noviglio|Lombardy|Italy,45.34,9.1,blue
Tyumen|Tyumen Oblast|Russia,57.16,65.53,red
Santa Clarita|California|United States,34.38,-118.52,red
Nagahama|@|Japan,35.36,136.28,red
O’Fallon|Missouri|United States,38.82,-90.66,red
Turlock|California|United States,37.52,-120.86,red
Minna|Niger State|Nigeria,9.61,6.54,red
Gordon|Texas|United States,32.52,-98.35,red
Gemeinde Sankt Peter in der Au|Lower Austria|Austria,48.0,14.5,red
Kota|Rajasthan|India,25.14,75.8,red
Karaj County|@|Iran,35.85,50.93,red
Barrie|Ontario|Canada,44.41,-79.66,blue
Rahimyar Khan|Punjab|Pakistan,28.42,70.32,red
Maxatawny Township|Pennsylvania|United States,40.55,-75.72,red
Faridkot|Punjab|India,30.68,74.74,red
San Miguel de Tucumán|Tucumán|Argentina,-26.84,-65.23,red
Mostaganem|Mostaganem|Algeria,35.93,0.08,red
Dera Ismail Khan|Khyber Pakhtunkhwa|Pakistan,31.82,70.92,red
Marktgemeinde Rankweil|Vorarlberg|Austria,47.27,9.64,red
Al Khubar|Eastern Province|Saudi Arabia,26.3,50.2,red
Tabuk|Tabuk Province|Saudi Arabia,28.38,36.48,red
Newport|Wales|United Kingdom,51.57,-3.03,red
Fenouillet|Occitania|France,43.67,1.41,red
Freetown|Western Area|Sierra Leone,8.49,-13.21,red
Rawalpindi|Rawalpindi Cantonment|Pakistan,33.59,73.05,red
Odessa|Texas|United States,31.87,-102.38,red
Avignon|Provence-Alpes-Côte d'Azur|France,43.95,4.82,red
Sasebo|@|Japan,33.19,129.67,blue
Vaughan|Ontario|Canada,43.78,-79.53,red
Union Township|Pennsylvania|United States,40.43,-76.57,red
City of Bradford|England|United Kingdom,53.9,-1.96,red
Clovis|New Mexico|United States,34.4,-103.17,red
Auburn|Maine|United States,44.13,-70.23,blue
Springfield Township|Pennsylvania|United States,40.09,-75.23,red
Sungai Petani|Kedah|Malaysia,5.67,100.52,red
Winona|Minnesota|United States,44.05,-91.64,red
Borough of Copeland|England|United Kingdom,54.42,-3.5,red
دهستان بازرجان|Markazi Province|Iran,34.68,50.05,blue
Putrajaya|Putrajaya|Malaysia,2.9,101.67,red
Heerlen|Limburg|Netherlands,50.88,5.96,red
Guatemala City|Guatemala Department|Guatemala,14.6,-90.48,blue
Vavuniya|Northern Province|Sri Lanka,8.76,80.5,red
Keene|New Hampshire|United States,42.93,-72.28,red
Cary|North Carolina|United States,35.83,-78.76,red
Mount Airy|Maryland|United States,39.37,-77.16,red
Pineville|Louisiana|United States,31.33,-92.43,red
Brentwood|England|United Kingdom,51.6,0.3,red
Kissimmee|Florida|United States,28.33,-81.54,red
Maykop|Republic of Adygea|Russia,44.6,40.11,red
Sedgemoor|England|United Kingdom,51.13,-2.99,red
Fairfield|California|United States,38.23,-122.13,blue
Bury|England|United Kingdom,53.6,-2.26,red
Medford|Oregon|United States,42.32,-122.83,red
Kettering|Ohio|United States,39.7,-84.19,red
Fall River|Massachusetts|United States,41.72,-71.12,blue
Moshi|Kilimanjaro|Tanzania,-3.32,37.33,red
Horlivka|@|Ukraine,48.3,38.02,red
Muzaffarpur|Bihar|India,26.11,85.38,red
Tsuchiura|@|Japan,36.11,140.2,red
Kohat|Khyber Pakhtunkhwa|Pakistan,33.52,71.45,red
Bankura|West Bengal|India,23.23,87.04,red
Gosford|New South Wales|Australia,-33.42,151.34,red
Kirkuk|Kirkuk Governorate|Iraq,35.47,44.39,red
Burnley|England|United Kingdom,53.81,-2.23,red
Segovia|Castile and León|Spain,40.95,-4.12,blue
Asunción|@|Paraguay,-25.29,-57.64,red
Samarkand|Samarqand Region|Uzbekistan,39.64,66.96,red
Munakata|@|Japan,33.81,130.59,blue
High Point|North Carolina|United States,35.97,-80.0,red
Martap|Adamawa|Cameroon,6.84,13.12,red
Quanshan District|Jiangsu|China,34.21,117.22,red
Prešov|Region of Prešov|Slovakia,49.0,21.24,red
Palembang|South Sumatra|Indonesia,-2.98,104.76,red
Pristina|@|Kosovo,42.64,21.11,red
Cartago|@|Costa Rica,9.85,-83.91,red
São Bernardo do Campo|São Paulo|Brazil,-23.65,-46.58,blue
Gyor|@|Hungary,47.69,17.63,red
Lake Oswego|Oregon|United States,45.4,-122.65,red
Bridgetown|@|Barbados,13.1,-59.61,red
Tuzla|Federation of Bosnia and Herzegovina|Bosnia and Herzegovina,44.54,18.67,red
Tunbridge Wells|England|United Kingdom,51.14,0.26,red
Lakewood|Washington|United States,47.17,-122.5,red
Beverly|Massachusetts|United States,42.56,-70.89,red
Bilecik Merkez|@|Turkey,40.14,29.98,red
Glendale|Arizona|United States,33.66,-112.19,blue
Bauchi|Bauchi|Nigeria,10.33,9.85,red
Ellwangen (Jagst)|Baden-Württemberg|Germany,48.95,10.16,blue
Hongkou District|@|China,31.28,121.48,red
Wheeling|West Virginia|United States,40.07,-80.69,red
合阳城街道|Chongqing|China,30.0,106.24,red
Cebu City|@|Philippines,10.3,123.9,red
Richland Township|Pennsylvania|United States,40.26,-78.84,red
Jozini Local Municipality|KwaZulu-Natal|South Africa,-27.52,32.26,red
Kansas City|Kansas|United States,39.12,-94.75,red
Vernier|Geneva|Switzerland,46.22,6.1,red
Duhok|Iraqi Kurdistan Region|Iraq,36.86,42.99,red
Umuarama|Paraná|Brazil,-23.76,-53.3,red
玉龙街道办|Inner Mongolia|China,42.26,118.89,red
Zadar|@|Croatia,44.11,15.23,blue
Ouagadougou|@|Burkina Faso,12.38,-1.5,blue
Vijayapura|Karnataka|India,16.85,75.71,red
Durango|Colorado|United States,37.27,-107.87,blue
Municipal Unit of Echedoros|Macedonia and Thrace|Greece,40.66,22.8,blue
Ferney-Voltaire|Auvergne-Rhône-Alpes|France,46.26,6.11,red
Pylaia Municipal Unit|Macedonia and Thrace|Greece,40.57,22.99,red
Kurume|@|Japan,33.32,130.5,red
Everett|Washington|United States,47.93,-122.27,blue
Osogbo|Osun|Nigeria,7.78,4.55,red
York|Pennsylvania|United States,39.95,-76.73,red
Ouargla|Ouargla|Algeria,31.94,5.3,red
Kisumu|Kisumu County|Kenya,-0.1,34.76,red
Perímetro Urbano Ibagué|Tolima|Colombia,4.43,-75.21,red
Jelgava|Zemgale|Latvia,56.67,23.76,red
Daly City|California|United States,37.7,-122.47,red
Enna|Sicily|Italy,37.55,14.29,red
Butte|Montana|United States,46.0,-112.52,red
Novokuznetsk|Kemerovo Oblast–Kuzbass|Russia,53.75,87.12,red
Al Mutla City|Jahra|Kuwait,29.34,47.6,red
Fukuroi|@|Japan,34.74,137.96,red
Carolina|Puerto Rico|United States,18.41,-65.98,red
Huairou|Beijing|China,40.35,116.65,red
Dubuque|Iowa|United States,42.5,-90.68,red
Columbus|Georgia|United States,32.5,-84.94,red
Sincelejo|Sucre|Colombia,9.31,-75.39,red
Zaporizhzhia|Zaporizhia Oblast|Ukraine,47.82,35.18,red
Bingöl|@|Turkey,38.89,40.51,red
Bristol|Virginia|United States,36.6,-82.18,blue
Salem|Massachusetts|United States,42.52,-70.9,red
Tahlequah|Oklahoma|United States,35.93,-94.97,red
Bharatpur Metro|@|Nepal,27.68,84.44,red
Yizhang|Hunan|China,25.46,113.02,red
Funchal|@|Portugal,32.63,-16.94,red
Vero Beach|Florida|United States,27.65,-80.41,blue
Yuanzhou|Jiangxi|China,27.81,114.42,red
Maan|Maan|Jordan,30.27,35.68,red
Mwanza|Mwanza|Tanzania,-2.53,32.91,blue
Premstätten|Styria|Austria,46.98,15.39,red
Naples|Florida|United States,26.15,-81.8,blue
As Sayh|Riyadh Region|Saudi Arabia,24.15,47.27,red
Mogi das Cruzes|São Paulo|Brazil,-23.52,-46.18,red
Constantine|Constantine|Algeria,36.35,6.62,red
Surrey|British Columbia|Canada,49.18,-122.84,red
Haripur|Khyber Pakhtunkhwa|Pakistan,33.98,72.91,red
Vitacura|Santiago Metropolitan Region|Chile,-33.41,-70.59,red
Findlay|Ohio|United States,41.02,-83.65,red
Punta Arenas|Region of Magallanes and Chilean Antarctica|Chile,-53.14,-70.88,red
Perímetro Urbano Neiva|Huila|Colombia,2.94,-75.3,red
Lubei|Hebei|China,39.63,118.18,red
Origgio|Lombardy|Italy,45.58,9.01,red
Peabody|Massachusetts|United States,42.53,-70.95,red
Takasaki|@|Japan,36.32,139.05,red
Kanoya|@|Japan,31.39,130.79,blue
Shakhty|Rostov Oblast|Russia,47.71,40.21,red
Murmansk|Murmansk Oblast|Russia,68.95,33.06,red
City of Medan|North Sumatra|Indonesia,3.57,98.66,red
Billings|Montana|United States,45.78,-108.51,red
Jinfeng District|Ningxia|China,38.49,106.19,red
Fort Lauderdale|Florida|United States,26.1,-80.12,red
Newtown Township|Pennsylvania|United States,40.24,-74.97,red
Tachikawa|@|Japan,35.71,139.41,red
Boston|England|United Kingdom,52.99,-0.01,red
Mbarara|Mbarara|Uganda,-0.62,30.66,red
Gweru|Midlands Province|Zimbabwe,-19.48,29.8,red
San Miguel|Departamento de San Miguel|El Salvador,13.49,-88.19,red
Sherman|Texas|United States,33.65,-96.6,red
St. George|Utah|United States,37.1,-113.58,red
West Valley City|Utah|United States,40.71,-112.0,red
Barnstable|Massachusetts|United States,41.69,-70.34,red
"Arba Minch|Southern Nations, Nationalities, and Peoples|Ethiopia",6.07,37.56,blue
Alamosa|Colorado|United States,37.47,-105.88,blue
Chesapeake|Virginia|United States,36.75,-76.25,red
Turrialba|@|Costa Rica,9.89,-83.66,red
Davanagere|Karnataka|India,14.45,75.92,red
Choshi|@|Japan,35.7,140.84,blue
Brockton|Massachusetts|United States,42.09,-70.99,red
Norwalk|Connecticut|United States,41.14,-73.43,red
Methuen|Massachusetts|United States,42.76,-71.15,red
Tumba|Southern Province|Rwanda,-2.62,29.74,red
Yakutsk|Sakha Republic|Russia,62.02,129.71,red
Liuzhou|Guangxi|China,24.33,109.44,red
Nobeoka|@|Japan,32.57,131.61,red
Klaipėda|Klaipeda County|Lithuania,55.72,21.12,red
Bellevue|Nebraska|United States,41.15,-95.92,blue
Federal Way|Washington|United States,47.3,-122.29,red
Noumea|@|France,-22.3,166.44,red
Janesville|Wisconsin|United States,42.68,-89.02,blue
Lancaster|California|United States,34.68,-118.19,red
Ta'izz|Ta'izz Governorate|Yemen,13.57,44.02,red
Varna|@|Bulgaria,43.26,28.03,red
Faizabad|Uttar Pradesh|India,26.75,82.15,blue
Gimcheon-si|@|South Korea,36.12,128.18,red
Jianye District|Jiangsu|China,32.04,118.75,red
Lower Makefield Township|Pennsylvania|United States,40.23,-74.88,red
Seaside|California|United States,36.65,-121.8,blue
Pleven|@|Bulgaria,43.41,24.63,red
Pasto|Nariño|Colombia,1.23,-77.29,red
Hachinohe|@|Japan,40.48,141.59,red
Olathe|Kansas|United States,38.88,-94.82,red
Morris Township|New Jersey|United States,40.79,-74.53,blue
Zhen'an|Liaoning|China,40.16,124.43,red
Sirjan|Kerman Province|Iran,29.44,55.67,red
Bashar|Bashar|Algeria,31.61,-2.22,red
Philippi|West Virginia|United States,39.16,-80.05,red
Jaunpur|Uttar Pradesh|India,25.83,82.68,blue
Thousand Oaks|California|United States,34.19,-118.93,red
Warsaw|Indiana|United States,41.27,-85.84,red
Makati|@|Philippines,14.55,121.02,red
Beppu|@|Japan,33.31,131.49,red
Syktyvkar|Komi Republic|Russia,61.66,50.82,red
Taito|@|Japan,35.72,139.77,red
Leeuwarden|Frisia|Netherlands,53.2,5.79,red
Konstancin-Jeziorna|Masovian Voivodeship|Poland,52.11,21.11,red
Rewa|Madhya Pradesh|India,24.57,81.33,red
Yingzhou District|Anhui|China,32.89,115.78,blue
South Jordan|Utah|United States,40.55,-112.0,red
Addison|Texas|United States,32.95,-96.84,red
Glendale|California|United States,34.17,-118.19,red
San Jacinto|California|United States,33.81,-116.97,red
San Pedro de Macorís|San Pedro de Macorís|Dominican Republic,18.47,-69.3,blue
Dinajpur|Rangpur Division|Bangladesh,25.7,88.65,red
دهستان بناجوی غربی|East Azerbaijan Province|Iran,37.37,46.05,blue
Uzhhorod|Zakarpattia Oblast|Ukraine,48.64,22.29,blue
Iquique|Tarapacá Region|Chile,-20.24,-70.14,red
Muñoz|Nueva Ecija|Philippines,15.67,120.89,red
Aomori|@|Japan,40.78,140.78,red
Sangli|Maharashtra|India,16.84,74.6,red
Macapá|Amapá|Brazil,0.03,-51.07,red
Managua|Managua|Nicaragua,12.11,-86.27,red
Joetsu|@|Japan,37.11,138.27,blue
Unity Township|Pennsylvania|United States,40.29,-79.4,red
Parkville|Missouri|United States,39.19,-94.68,blue
Hardwick Township|New Jersey|United States,41.04,-74.95,red
La Paz|La Paz|Bolivia,-16.5,-68.13,blue
Pushkin|Saint Petersburg|Russia,59.74,30.39,red
Minot|North Dakota|United States,48.25,-101.3,red
Bella Vista|Panamá|Panama,8.98,-79.53,blue
Ramadi|Al-Anbar Governorate|Iraq,33.43,43.3,red
Laeken - Laken|@|Belgium,50.89,4.36,red
Melissia Municipal Unit|Attica|Greece,38.05,23.83,blue
Sioux City|Iowa|United States,42.48,-96.36,red
Šiauliai|Siauliai County|Lithuania,55.93,23.32,red
Gongchenqiao|Zhejiang|China,30.32,120.14,red
Skopje|Skopje Region|North Macedonia,41.99,21.47,red
Zapopan|Jalisco|Mexico,20.66,-103.42,red
Montes Claros|Minas Gerais|Brazil,-16.74,-43.87,red
Alamogordo|New Mexico|United States,32.92,-105.93,blue
Pasig|@|Philippines,14.59,121.07,red
Tripoli|Tripoli|Libya,32.87,13.14,red
Phường Thạc Gián|Da Nang|Vietnam,16.06,108.21,blue
Oxnard|California|United States,34.16,-119.16,red
Kollam|Kerala|India,8.89,76.6,red
Dushanbe|Dushanbe|Tajikistan,38.56,68.8,red
Abomey-Calavi|Atlantique Department|Benin,6.42,2.33,red
Cuenca|Azuay|Ecuador,-2.9,-79.01,red
Kurnool|Andhra Pradesh|India,15.82,78.04,red
Pforzheim|Baden-Württemberg|Germany,48.88,8.72,red
Haldia|West Bengal|India,22.05,88.07,red
Racine|Wisconsin|United States,42.72,-87.79,red
Rock Island|Illinois|United States,41.5,-90.55,red
Centerville|Ohio|United States,39.65,-84.11,red
Kaposvár|@|Hungary,46.38,17.83,red
Municipal Unit of Psychiko|Attica|Greece,38.01,23.78,red
Nampa|Idaho|United States,43.56,-116.57,red
Harrogate|England|United Kingdom,53.98,-1.57,blue
Ho|Volta Region|Ghana,6.6,0.47,red
El Monte|California|United States,34.02,-118.03,red
Sirte|Sirte|Libya,31.21,16.59,red
Blagoevgrad|@|Bulgaria,42.02,23.09,red
Mata Redonda|@|Costa Rica,9.93,-84.11,red
Saint John|New Brunswick|Canada,45.3,-66.08,red
Charleston|West Virginia|United States,38.35,-81.64,blue
Jefferson City|Missouri|United States,38.58,-92.18,red
Neuquén|Neuquén Province|Argentina,-38.94,-68.06,red
Cairns|Queensland|Australia,-16.91,145.77,red
Arecibo|Puerto Rico|United States,18.47,-66.74,blue
Dubrovnik|@|Croatia,42.64,18.1,red
Mesa|Arizona|United States,33.51,-111.89,blue
Nanaimo|British Columbia|Canada,49.16,-123.97,red
Victoria|Buenos Aires|Argentina,-34.45,-58.53,red
Blainville|Quebec|Canada,45.68,-73.85,blue
Yola|Adamawa|Nigeria,9.19,12.5,red
Deventer|Overijssel|Netherlands,52.27,6.15,blue
Fort Smith|Arkansas|United States,35.38,-94.37,red
General Santos|South Cotabato|Philippines,6.06,125.1,red
دهستان آلاداغ|North Khorasan Province|Iran,37.44,57.3,blue
Isehara|@|Japan,35.41,139.29,blue
Wenatchee|Washington|United States,47.43,-120.34,red
Tikrit|Saladin Governorate|Iraq,34.6,43.68,red
Himeji|@|Japan,34.87,134.69,blue
Gdynia|Pomeranian Voivodeship|Poland,54.54,18.54,red
Cocody|Abidjan|Côte d'Ivoire,5.35,-3.99,red
Gabrovo|@|Bulgaria,42.88,25.32,blue
Scottsbluff|Nebraska|United States,41.87,-103.64,red
Kaizuka|@|Japan,34.41,135.39,blue
Ipswich City|Queensland|Australia,-27.62,152.76,blue
Phường An Nghiệp|Can Tho City|Vietnam,10.03,105.77,red
Horta (Matriz)|@|Portugal,38.54,-28.63,blue
Palangka Raya|Central Kalimantan|Indonesia,-2.21,113.9,red
Durango|Durango|Mexico,24.03,-104.65,red
Municipal Unit of Cholargos|Attica|Greece,38.0,23.82,blue
Jesús María|Lima|Peru,-12.08,-77.05,red
Artvin|@|Turkey,41.18,41.83,blue
Trnava|Region of Trnava|Slovakia,48.38,17.59,red
Parsippany-Troy Hills|New Jersey|United States,40.85,-74.38,blue
Tando Jam|Sindh|Pakistan,25.43,68.54,red
Newmarket|Ontario|Canada,44.06,-79.46,red
Ulaanbaatar|@|Mongolia,47.89,106.91,red
Madibeng Local Municipality|North West|South Africa,-25.8,27.91,red
Noakhali|Chattogram Division|Bangladesh,22.79,91.1,red
Calderdale|England|United Kingdom,53.7,-1.86,red
Newport Beach|California|United States,33.65,-117.87,blue
Chanhassen|Minnesota|United States,44.86,-93.54,red
Dodoma|Dodoma|Tanzania,-6.2,35.73,red
Ghaziabad|Uttar Pradesh|India,28.67,77.43,red
Barasat|West Bengal|India,22.74,88.44,red
Santos|São Paulo|Brazil,-23.95,-46.32,red
Ponta Grossa|Paraná|Brazil,-25.09,-50.1,red
Hajdúhadház|@|Hungary,47.64,21.63,red
Heilbronn|Baden-Württemberg|Germany,49.12,9.21,red
Sandton|Gauteng|South Africa,-26.04,28.09,red
Kato|@|Japan,34.91,135.02,red
Defiance|Ohio|United States,41.3,-84.36,red
Di An|Binh Duong province|Vietnam,10.88,106.81,red
Southend-on-Sea|England|United Kingdom,51.55,0.69,red
Masvingo|Masvingo Province|Zimbabwe,-20.1,30.86,red
Koshigaya|@|Japan,35.93,139.76,red
Kitwe|Copperbelt Province|Zambia,-12.81,28.24,red
New Westminster|British Columbia|Canada,49.22,-122.91,red
Perth|Scotland|United Kingdom,56.4,-3.43,red
Logan City|Queensland|Australia,-27.67,153.15,blue
South Somerset|England|United Kingdom,50.95,-2.63,red
Weldon Spring|Missouri|United States,38.71,-90.68,blue
Coalinga|California|United States,36.13,-120.24,red
Chetumal|Quintana Roo|Mexico,18.52,-88.27,red
Hialeah|Florida|United States,25.87,-80.31,red
Damanhur|The Lake|Egypt,31.04,30.46,red
Yeosu-si|@|South Korea,34.73,127.74,red
Popayán|Cauca|Colombia,2.44,-76.6,red
Jiroft|Kerman Province|Iran,28.67,57.74,red
Kurgan|Kurgan Oblast|Russia,55.44,65.33,red
Abrera|Catalonia|Spain,41.5,1.9,red
Vitsebsk|Vitsebsk Region|Belarus,55.18,30.24,red
Tumwater|Washington|United States,47.02,-122.93,red
Santa Anita|Lima|Peru,-12.05,-76.97,red
Charles Town|West Virginia|United States,39.29,-77.86,red
Borgholzhausen|North Rhine-Westphalia|Germany,52.1,8.27,red
Whitpain Township|Pennsylvania|United States,40.17,-75.28,red
Barishal|Barisal Division|Bangladesh,22.69,90.36,red
Salisbury|North Carolina|United States,35.69,-80.48,red
Calais|Hauts-de-France|France,50.95,1.88,red
Chaohu City|Anhui|China,31.62,117.89,red
Kelowna|British Columbia|Canada,49.86,-119.48,red
Kashiwazaki|@|Japan,37.34,138.58,red
Joliet|Illinois|United States,41.5,-88.17,red
Pitt Meadows|British Columbia|Canada,49.21,-122.67,red
Johor Bahru|Johor|Malaysia,1.46,103.75,red
Akola|Maharashtra|India,20.71,77.05,red
Spearfish|South Dakota|United States,44.5,-103.87,blue
Harrogate|Tennessee|United States,36.58,-83.66,red
Radom|Masovian Voivodeship|Poland,51.4,21.17,red
Ciudad de Ciego de Ávila|Ciego de Avila|Cuba,21.84,-78.76,red
Cherepovets|Vologda Oblast|Russia,59.12,37.93,red
Kenmore|Washington|United States,47.73,-122.25,blue
Nantan|@|Japan,35.11,135.48,blue
Cleves|North Rhine-Westphalia|Germany,51.8,6.13,blue
Adana|@|Turkey,37.01,35.25,blue
Bryansk|Bryansk Oblast|Russia,53.27,34.35,blue
Hassan|Karnataka|India,13.0,76.09,red
Bern Township|Pennsylvania|United States,40.36,-75.97,red
Latakia|Latakia Governorate|Syria,35.52,35.81,red
Niihama|@|Japan,33.96,133.29,blue
Hoover|Alabama|United States,33.37,-86.81,red
Enid|Oklahoma|United States,36.4,-97.84,blue
Wad Madanī|Gezira State|Sudan,14.39,33.53,red
Annecy|Auvergne-Rhône-Alpes|France,45.92,6.16,red
Abidjan|Abidjan|Côte d'Ivoire,5.32,-4.02,red
Sahab|Amman|Jordan,31.85,36.01,red
Shaar HaNegev Regional Council|South District|Israel,31.51,34.6,blue
Dartford|England|United Kingdom,51.43,0.2,red
Limerick Township|Pennsylvania|United States,40.23,-75.58,red
Blagoveshchensk|Amur Oblast|Russia,50.27,127.53,red
Brainerd|Minnesota|United States,46.35,-94.22,red
Garita|@|Costa Rica,10.0,-84.28,red
Takizawa|@|Japan,39.8,141.14,red
Oaxaca|Oaxaca|Mexico,17.08,-96.74,red
North Union Township|Pennsylvania|United States,39.95,-79.66,blue
Coquitlam|British Columbia|Canada,49.25,-122.81,red
Emek Izrael Regional Council|North District|Israel,32.65,35.29,red
Nashik|Maharashtra|India,20.02,73.8,red
Joensuu|@|Finland,62.61,29.74,red
Takahashi|@|Japan,34.8,133.62,red
