City,Latitude,Longitude,Color
Muncie|Indiana|United States,40.2,-85.41,red
Changwon-si|@|South Korea,35.13,128.66,red
Sivas Belediyesi|@|Turkey,39.71,37.03,red
Rajshahi|Rajshahi Division|Bangladesh,24.37,88.59,red
Vancouver|British Columbia|Canada,49.26,-123.12,red
Örebro|@|Sweden,59.25,15.25,blue
شهر بابل|Mazandaran Province|Iran,36.53,52.68,red
Lafayette|Louisiana|United States,30.22,-92.05,red
Nagakute|@|Japan,35.15,137.09,red
Jammu|Jammu and Kashmir|India,32.66,74.81,red
Karaağaç Mahallesi|@|Turkey,41.65,26.52,blue
Oshawa|Ontario|Canada,43.87,-78.89,red
Saratov|Saratov Oblast|Russia,51.53,45.98,red
Kuantan|Pahang|Malaysia,3.8,103.32,red
Nanjing City|Jiangsu|China,32.11,118.94,red
San Pablo|Laguna|Philippines,14.08,121.31,red
Oldenburg|Lower Saxony|Germany,53.15,8.2,blue
Warren|Michigan|United States,42.51,-83.03,red
Arak|Markazi Province|Iran,34.08,49.68,red
Palampur|Himachal Pradesh|India,32.11,76.54,blue
Middletown|Connecticut|United States,41.56,-72.66,blue
Lower Merion Township|Pennsylvania|United States,40.01,-75.22,red
Jodhpur|Rajasthan|India,26.26,73.0,red
Bagnolet|Ile-de-France|France,48.87,2.42,red
Cheonan-si|@|South Korea,36.84,127.18,red
Greifswald|Mecklenburg-Vorpommern|Germany,54.09,13.41,blue
Zahedan|Sistan and Baluchestan Province|Iran,29.46,60.85,blue
Ranchi|Jharkhand|India,23.36,85.32,red
Moncton|New Brunswick|Canada,46.13,-64.86,red
Rockhampton|Queensland|Australia,-23.32,150.52,red
Lismore|New South Wales|Australia,-28.81,153.29,blue
Sunnyvale|California|United States,37.38,-121.99,red
Faro|@|Portugal,37.02,-7.93,blue
Melbourne|Florida|United States,28.07,-80.62,red
Monterrey|Nuevo León|Mexico,25.65,-100.29,red
Chania|Region of Crete|Greece,35.5,24.05,red
Luxembourg|@|Luxembourg,49.6,6.13,blue
Qufu City|Shandong|China,35.6,116.97,blue
Dindigul|Tamil Nadu|India,10.36,77.97,red
Mestre|Veneto|Italy,45.43,12.31,red
Tyler|Texas|United States,32.32,-95.25,blue
San Luis Potosí|San Luis Potosi|Mexico,22.15,-101.03,blue
Jizan|Jazan Province|Saudi Arabia,16.93,42.59,red
Durgapur|West Bengal|India,23.54,87.34,red
Shahrud|Semnan Province|Iran,36.39,54.94,blue
Kangar|Perlis|Malaysia,6.45,100.24,red
Lleida|Catalonia|Spain,41.63,0.61,blue
Jingzhou|Hubei|China,30.33,112.24,red
San José|@|Costa Rica,9.93,-84.08,red
Angers|Pays de la Loire|France,47.46,-0.55,blue
Yonkers|New York|United States,40.94,-73.84,red
Bolpur|West Bengal|India,23.68,87.67,red
Dwarka|Delhi|India,28.6,77.02,red
Hambleton|England|United Kingdom,54.46,-1.18,red
Howrah|West Bengal|India,22.59,88.33,blue
Shigu District|Hunan|China,26.9,112.6,red
Bandung|West Java|Indonesia,-6.86,107.59,red
Jacksonville|Florida|United States,30.24,-81.55,red
Bitlis|@|Turkey,38.44,42.14,red
Boise|Idaho|United States,43.62,-116.2,blue
Foster Township|Pennsylvania|United States,40.73,-76.34,red
Piraeus|Attica|Greece,37.94,23.64,red
Setagaya|@|Japan,35.64,139.6,red
Lecce|Apulia|Italy,40.36,18.16,red
Wilmington|North Carolina|United States,34.23,-77.94,blue
Dammam|Eastern Province|Saudi Arabia,26.39,50.19,red
Bengbu|Anhui|China,32.91,117.42,red
Nashua|New Hampshire|United States,42.74,-71.46,red
Limoges|New Aquitaine|France,45.83,1.26,red
Rzeszów|Subcarpathian Voivodeship|Poland,50.03,21.99,red
Valletta|South Eastern Region|Malta,35.9,14.51,red
Miramar|Florida|United States,26.08,-80.24,red
Harare|Harare|Zimbabwe,-17.79,31.05,red
Guadalajara|Jalisco|Mexico,20.68,-103.36,red
Mersin|@|Turkey,36.8,34.63,blue
Barbaros Mahallesi|@|Turkey,40.11,26.41,blue
Naruto|@|Japan,34.2,134.61,red
Nuremberg|Bavaria|Germany,49.45,11.08,red
Ogbomosho|Oyo State|Nigeria,8.13,4.27,red
Utsunomiya|@|Japan,36.55,139.91,red
Ürümqi|Xinjiang|China,43.84,87.58,red
Fullerton|California|United States,33.88,-117.89,red
Xiling District|Hubei|China,30.72,111.32,red
Famagusta|@|Cyprus,35.15,33.91,red
Mid Sussex District|England|United Kingdom,51.14,0.0,red
Huelva|Andalusia|Spain,37.27,-6.92,blue
Porto|@|Portugal,41.18,-8.61,red
Laishan District|Shandong|China,37.49,121.44,red
Siliguri|West Bengal|India,26.72,88.42,red
Ebetsu|@|Japan,43.08,141.54,red
Piacenza|Emilia-Romagna|Italy,45.04,9.78,red
Erbil|Erbil Governorate|Iraq,36.19,43.99,blue
Cuttack|Odisha|India,20.46,85.9,red
Logroño|Rioja|Spain,42.47,-2.43,blue
Košice - mestská časť Sever|Region of Košice|Slovakia,48.73,21.24,red
Siegen|North Rhine-Westphalia|Germany,50.91,8.03,red
Tacoma|Washington|United States,47.25,-122.52,red
Kolonnawa|Western Province|Sri Lanka,6.92,79.87,red
Sharjah|Sharjah Emirate|United Arab Emirates,25.31,55.49,red
Rosario|Santa Fe|Argentina,-32.94,-60.67,red
Ivanovo|Ivanovo Oblast|Russia,57.0,40.94,red
City of Osh|@|Kyrgyzstan,40.53,72.8,red
Las Palmas de Gran Canaria|@|Spain,28.08,-15.42,blue
Erie|Pennsylvania|United States,42.13,-80.09,blue
Ardabil|Ardabil Province|Iran,38.21,48.3,blue
Nara|@|Japan,34.72,135.78,red
Qingshanhu District|Jiangxi|China,28.74,115.85,red
Gandhinagar|Gujarat|India,23.19,72.63,red
Palma|Balearic Islands|Spain,39.52,2.74,blue
Avilly-Saint-Léonard|Hauts-de-France|France,49.18,2.51,red
Split|@|Croatia,43.51,16.44,red
Bouaké|Vallée du Bandama|Côte d'Ivoire,7.69,-5.07,red
Badulla|Uva Province|Sri Lanka,6.99,81.05,red
Zhifu District|Shandong|China,37.54,121.39,red
Peshawar|Khyber Pakhtunkhwa|Pakistan,34.02,71.57,red
Anantapur|Andhra Pradesh|India,14.65,77.61,red
Tonglu County|Zhejiang|China,29.76,119.64,red
Cluj-Napoca|@|Romania,46.77,23.58,red
Ijebu Ode|Ogun|Nigeria,6.82,3.92,red
Sixth of October City|Giza|Egypt,29.97,30.94,red
Changsha|Hunan|China,28.26,113.08,red
Port-Harcourt|Rivers|Nigeria,4.79,6.98,red
Erfurt|Thuringia|Germany,50.95,11.09,red
Shibuya|@|Japan,35.68,139.68,red
Amiens|Hauts-de-France|France,49.88,2.26,blue
Qingdao City|Shandong|China,36.32,120.39,red
Jalandhar|Punjab|India,31.33,75.58,red
Shihezi City|Xinjiang|China,44.31,86.05,red
Stockton|California|United States,37.98,-121.31,red
Pudong|@|China,31.33,121.6,red
Opava|Moravia-Silesia|Czechia,49.94,17.9,red
Nkonkobe Local Municipality|Eastern Cape|South Africa,-32.79,26.85,red
Germantown|Maryland|United States,39.19,-77.37,blue
Shibin Al-Kom|Al Minufiya|Egypt,30.57,31.01,red
Murfreesboro|Tennessee|United States,35.85,-86.37,red
Ferrisburgh|Vermont|United States,44.2,-73.36,blue
Changning District|@|China,31.2,121.4,red
Burgos|Castile and León|Spain,42.34,-3.73,red
Estación Central|Santiago Metropolitan Region|Chile,-33.45,-70.68,red
Rohtak|Haryana|India,28.88,76.61,red
Khartoum|Khartoum State|Sudan,15.53,32.57,red
St Albans|England|United Kingdom,51.75,-0.33,red
Osnabrück|Lower Saxony|Germany,52.27,8.04,blue
Obihiro|@|Japan,42.88,143.17,blue
Dartmouth|Nova Scotia|Canada,44.66,-63.54,red
Thrissur|Kerala|India,10.55,76.26,red
Agra|Uttar Pradesh|India,27.19,78.01,red
Bremerhaven|Free Hanseatic City of Bremen|Germany,53.53,8.58,blue
Yogyakarta|Special Region of Yogyakarta|Indonesia,-7.8,110.37,red
Naperville|Illinois|United States,41.8,-88.2,red
Bowie|Maryland|United States,38.94,-76.73,red
Qili New Area|Sichuan|China,31.56,106.0,red
Jabalpur|Madhya Pradesh|India,23.18,79.93,red
Jakarta Special Capital Region|@|Indonesia,-6.25,106.87,red
Phường Đông Xuyên|An Giang Province|Vietnam,10.37,105.43,red
Epsom and Ewell|England|United Kingdom,51.34,-0.24,red
Hisar|Haryana|India,29.14,75.7,red
Musashino|@|Japan,35.71,139.57,red
Ji'an City|Jiangxi|China,27.11,115.02,red
Portland|Maine|United States,43.67,-70.25,blue
Addis Ababa|Addis Ababa|Ethiopia,8.99,38.77,red
Vidalia|Georgia|United States,32.2,-82.37,red
Plzeň|Southwest|Czechia,49.72,13.35,red
Aydin|@|Turkey,37.85,27.85,red
Nisshin|@|Japan,35.16,137.04,red
دهستان دستجرد|Qazvin Province|Iran,36.53,50.0,blue
Shahr-e Kord|Chaharmahal and Bakhtiyari Province|Iran,32.33,50.86,blue
"Bahir Dar City, Amhara, Ethiopia|Amhara Region|Ethiopia",11.6,37.4,red
Härnösands domkyrkodistrikt|@|Sweden,62.63,17.95,red
Tongshan District|Jiangsu|China,34.2,117.18,blue
Xihu|Jiangxi|China,28.65,115.83,red
Columbia|Maryland|United States,39.19,-76.81,red
Trier|Rhineland-Palatinate|Germany,49.74,6.64,red
Mymensingh|Mymensingh Division|Bangladesh,24.72,90.43,red
Rajkot|Gujarat|India,22.24,70.9,red
Yunlong District|Jiangsu|China,34.27,117.26,red
Gongju-si|@|South Korea,36.47,127.14,red
Bento Gonçalves|Rio Grande do Sul|Brazil,-29.17,-51.51,red
South Tangerang|Banten|Indonesia,-6.33,106.77,red
Merced|California|United States,37.34,-120.47,blue
Macon|Georgia|United States,32.87,-83.71,red
Bulawayo|Bulawayo Province|Zimbabwe,-20.13,28.57,red
Lucerne|Lucerne|Switzerland,47.05,8.31,blue
Manila|@|Philippines,14.62,120.98,red
Jorhat|Assam|India,26.76,94.2,red
Jinyuan|Shanxi|China,37.84,112.53,red
Pimpri-Chinchwad|Maharashtra|India,18.59,73.82,blue
Kharkiv|Kharkiv Oblast|Ukraine,50.0,36.23,red
Rushmoor|England|United Kingdom,51.28,-0.77,red
Hino|@|Japan,35.67,139.39,red
Carlsbad|California|United States,33.13,-117.32,red
Fangshan|Beijing|China,39.72,116.17,red
Springfield|Ohio|United States,39.93,-83.81,red
Gaborone|South-East District|Botswana,-24.68,25.88,red
Havana|@|Cuba,23.07,-82.38,red
Al Ismailiya|Al Ismailiya|Egypt,30.62,32.27,red
Bethlehem Township|Pennsylvania|United States,40.67,-75.32,red
Costa Mesa|California|United States,33.7,-117.92,red
Kathmandu|@|Nepal,27.69,85.32,red
Olomouc|Central Moravia|Czechia,49.6,17.26,blue
Kodaira|@|Japan,35.71,139.49,red
دهستان فرح آبادجنوبی|Mazandaran Province|Iran,36.73,53.09,red
Biddeford|Maine|United States,43.46,-70.39,red
Eastbourne|England|United Kingdom,50.77,0.28,red
Cuiabá|Mato Grosso|Brazil,-15.61,-56.06,red
Seropédica|Rio de Janeiro|Brazil,-22.76,-43.69,red
Gorgan|Golestan Province|Iran,36.84,54.44,red
Sunshine Coast|Queensland|Australia,-26.72,153.06,blue
Gurugram|Haryana|India,28.48,77.07,red
Kumasi|Ashanti Region|Ghana,6.7,-1.63,red
Oakdale|Minnesota|United States,45.0,-92.95,red
Mendoza|Mendoza|Argentina,-32.89,-68.84,red
Chester|England|United Kingdom,53.2,-2.9,red
Xincheng|Inner Mongolia|China,40.85,111.68,red
Miami|Florida|United States,25.79,-80.21,red
Owo|Ondo|Nigeria,7.19,5.59,red
Dar es Salaam|@|Tanzania,-6.85,39.25,red
Conroe|Texas|United States,30.31,-95.47,blue
Salem|Tamil Nadu|India,11.66,78.18,red
Ueda|@|Japan,36.4,138.25,red
Arrah|Bihar|India,25.56,84.66,blue
Hirakata|@|Japan,34.82,135.66,red
Muroran|@|Japan,42.38,141.03,red
Brest|Brittany|France,48.4,-4.5,red
Edwardsville|Illinois|United States,38.79,-90.0,red
Harrisonburg|Virginia|United States,38.44,-78.87,red
Springfield|Missouri|United States,37.22,-93.28,red
Saihan|Inner Mongolia|China,40.8,111.7,red
枫林路街道|@|China,31.19,121.45,red
Tangshan|Hebei|China,39.64,118.18,red
Saint-Étienne|Auvergne-Rhône-Alpes|France,45.43,4.39,red
Surabaya|East Java|Indonesia,-7.31,112.73,red
Tarragona|Catalonia|Spain,41.12,1.26,blue
Thu Duc City|@|Vietnam,10.87,106.79,red
Municipio Maracaibo|Zulia State|Venezuela,10.69,-71.63,red
Machida|@|Japan,35.57,139.47,red
Utica|New York|United States,43.08,-75.22,red
Cacak City|Central Serbia|Serbia,43.9,20.34,red
Zhongshan|Guangdong Province|China,22.48,113.41,red
St. Thomas Mount Cantonment|Tamil Nadu|India,12.99,80.18,red
Idaho Falls|Idaho|United States,43.49,-111.99,red
Morganton|North Carolina|United States,35.72,-81.69,red
Greeley|Colorado|United States,40.41,-104.76,red
Faridabad|Haryana|India,28.4,77.25,red
Bellingham|Washington|United States,48.8,-122.49,blue
Yaounde|Centre|Cameroon,3.86,11.5,red
Afyonkarahisar|@|Turkey,38.81,30.54,red
Framingham|Massachusetts|United States,42.31,-71.39,blue
Covilhã|@|Portugal,40.28,-7.51,blue
High-tech Zone|Chongqing|China,29.61,106.3,red
Vantaa|@|Finland,60.29,25.05,blue
Midnapore|West Bengal|India,22.42,87.33,red
Perpignan|Occitania|France,42.68,2.9,red
Towson|Maryland|United States,39.39,-76.62,red
La Garenne-Colombes|Ile-de-France|France,48.91,2.26,red
Agartala|Tripura|India,23.84,91.29,red
Mishima|@|Japan,35.12,138.94,blue
Karaköy Mahallesi|@|Turkey,40.71,31.51,red
East Suffolk|England|United Kingdom,52.06,1.28,red
Cookeville|Tennessee|United States,36.18,-85.51,red
شهر بیرجند|South Khorasan Province|Iran,32.88,59.22,blue
Banha|Al Qalyubiya|Egypt,30.47,31.18,red
Downtown Kansas City|Missouri|United States,39.1,-94.58,red
Baku|Baku|Azerbaijan,40.39,49.85,red
Wilkes-Barre|Pennsylvania|United States,41.24,-75.89,red
Cartagena|Bolívar|Colombia,10.37,-75.47,red
Williamsport|Pennsylvania|United States,41.23,-77.02,red
Karlstad|@|Sweden,59.38,13.51,blue
Yanji|Jilin|China,42.91,129.49,red
Kitami|@|Japan,43.81,143.89,red
Mayagüez|Puerto Rico|United States,18.21,-67.14,red
Gangneung-si|@|South Korea,37.77,128.87,blue
Bowling Green|Kentucky|United States,36.98,-86.48,red
Tbilisi|@|Georgia,41.71,44.79,red
Easton|Pennsylvania|United States,40.7,-75.21,red
Chelyabinsk|Chelyabinsk Oblast|Russia,55.16,61.39,red
Spokane|Washington|United States,47.67,-117.4,red
Nakhon Ratchasima|Nakhon Ratchasima Province|Thailand,14.99,102.12,red
Luohu District|Guangdong Province|China,22.57,114.1,red
Kahrizak RD|@|Iran,35.54,51.42,red
City of Rensselaer|New York|United States,42.64,-73.74,blue
St.Thomas Mount-Pallavaram Cantonment Board|Tamil Nadu|India,13.0,80.2,red
La Rochelle|New Aquitaine|France,46.15,-1.16,blue
İncivez Mahallesi|@|Turkey,41.45,31.76,blue
Sirsa|Haryana|India,29.54,75.03,red
Lincoln|England|United Kingdom,53.23,-0.52,blue
Neyagawa|@|Japan,34.76,135.63,red
Ariel|Judea and Samaria|Palestinian Territory,32.1,35.19,blue
Morelia|Michoacán|Mexico,19.69,-101.21,red
Mexicali|Baja California|Mexico,32.66,-115.41,red
Gorakhpur|Uttar Pradesh|India,26.81,83.4,red
São Leopoldo|Rio Grande do Sul|Brazil,-29.79,-51.15,red
Kalaburagi|Karnataka|India,17.31,76.83,red
Deptford Township|New Jersey|United States,39.78,-75.12,red
Nonsan-si|@|South Korea,36.18,127.11,blue
West Suffolk|England|United Kingdom,52.27,0.48,blue
Iași|@|Romania,47.17,27.58,red
Albert-Eden|Auckland|New Zealand,-36.88,174.71,blue
Sri Jayawardenepura Kotte|Western Province|Sri Lanka,6.89,79.88,red
Akashi|@|Japan,34.66,135.03,red
Prince George|British Columbia|Canada,53.89,-122.81,blue
Bloomington|Minnesota|United States,44.86,-93.23,red
Hatay|@|Turkey,36.34,36.2,red
Zhanjiang City|Guangdong Province|China,21.27,110.35,blue
Polokwane Local Municipality|Limpopo|South Africa,-23.89,29.74,red
Petersburg|Virginia|United States,37.21,-77.45,red
Roskilde|@|Denmark,55.64,12.09,red
Itajubá|Minas Gerais|Brazil,-22.41,-45.45,red
Galesburg|Illinois|United States,40.98,-90.41,red
Zhoushan|Zhejiang|China,29.99,122.21,blue
Ufa|Bashkortostan|Russia,54.73,55.94,red
Jönköping|@|Sweden,57.78,14.16,blue
Erode|Tamil Nadu|India,11.34,77.72,red
Nerima|@|Japan,35.74,139.67,blue
Ribeirão Preto|São Paulo|Brazil,-21.18,-47.81,blue
Augsburg|Bavaria|Germany,48.37,10.9,blue
Imphal|Manipur|India,24.8,93.91,red
Hyderabad|Sindh|Pakistan,25.43,68.38,red
Daytona Beach|Florida|United States,29.21,-81.0,red
Kielce|Świętokrzyskie Voivodeship|Poland,50.88,20.64,red
Asheville|North Carolina|United States,35.62,-82.57,red
Gemeinde Laxenburg|Lower Austria|Austria,48.07,16.36,red
Zlín|Central Moravia|Czechia,49.22,17.66,red
Kuching|Sarawak|Malaysia,1.52,110.35,red
Bushehr|Bushehr Province|Iran,28.91,50.84,blue
Temuco|Araucanía Region|Chile,-38.75,-72.62,red
Lugano|Ticino|Switzerland,46.01,8.96,red
Dibrugarh|Assam|India,27.49,94.91,red
Valparaíso|Valparaiso Region|Chile,-33.04,-71.61,red
Campo Grande|Mato Grosso do Sul|Brazil,-20.5,-54.61,red
Krasnoyarsk|Krasnoyarsk Krai|Russia,56.0,92.77,red
Évora|@|Portugal,38.57,-7.9,blue
دهستان تیمورلو|East Azerbaijan Province|Iran,37.81,45.95,blue
Guntur|Andhra Pradesh|India,16.3,80.44,red
Frederick|Maryland|United States,39.42,-77.41,blue
Jonesboro|Arkansas|United States,35.84,-90.68,red
Saint-Denis|Ile-de-France|France,48.92,2.35,red
Dartmouth|Massachusetts|United States,41.63,-71.01,red
Raipur|Chhattisgarh|India,21.24,81.69,red
Dos Hermanas|Andalusia|Spain,37.35,-5.94,blue
Dolgoprudny|Moscow Oblast|Russia,55.93,37.52,blue
Saint Petersburg|Florida|United States,27.72,-82.69,blue
Rabat|@|Morocco,34.0,-6.85,red
Marietta|Georgia|United States,33.93,-84.56,red
Chersonisos Municipal Unit|Region of Crete|Greece,35.34,25.37,blue
Cherwell District|England|United Kingdom,52.05,-1.34,red
Qiqihar|Heilongjiang|China,47.35,123.93,red
Cupertino|California|United States,37.33,-122.03,red
Salem|Oregon|United States,44.93,-123.04,red
Edinburg|Texas|United States,26.3,-98.17,red
Tsuru|@|Japan,35.54,138.9,red
Chambéry|Auvergne-Rhône-Alpes|France,45.56,5.91,red
Carson|California|United States,33.86,-118.26,blue
Ballarat|Victoria|Australia,-37.58,143.85,red
Cedar Falls|Iowa|United States,42.51,-92.46,red
Pensacola|Florida|United States,30.55,-87.22,red
Lviv|Lviv Oblast|Ukraine,49.83,24.0,red
Xinyang|Henan|China,32.16,114.12,blue
Corpus Christi|Texas|United States,27.71,-97.33,red
Craiova|@|Romania,44.32,23.8,red
Adachi|@|Japan,35.75,139.81,red
Veszprém|@|Hungary,47.09,17.91,red
Stevens Point|Wisconsin|United States,44.53,-89.57,red
Mathura|Uttar Pradesh|India,27.46,77.7,red
Lower Oxford Township|Pennsylvania|United States,39.81,-75.93,blue
Derby|England|United Kingdom,52.91,-1.47,red
Killeen|Texas|United States,31.12,-97.73,red
Toluca|State of Mexico|Mexico,19.28,-99.68,red
Ganggu-myeon|@|South Korea,36.38,129.4,red
Ujjain|Madhya Pradesh|India,23.15,75.8,red
Xinzhou|Jiangxi|China,28.42,117.97,red
Sagamihara|@|Japan,35.53,139.43,blue
Bincheng District|Shandong|China,37.39,117.99,red
São Luís|Maranhão|Brazil,-2.58,-44.33,red
Krasnodar|Krasnodar Krai|Russia,45.05,39.0,red
Sivakasi|Tamil Nadu|India,9.47,77.75,red
Växjö|@|Sweden,56.85,14.83,blue
Irkutsk|Irkutsk Oblast|Russia,52.24,104.27,red
Multan|Punjab|Pakistan,30.2,71.44,red
Hikone|@|Japan,35.26,136.22,red
Darwin|@|Australia,-12.41,130.88,red
Nicosia|@|Cyprus,35.23,33.32,red
Woodland Park|New Jersey|United States,40.9,-74.19,red
"Newport, Wales|Wales|United Kingdom",51.59,-3.01,red
Talca|Maule Region|Chile,-35.41,-71.63,blue
Calabar|Cross River State|Nigeria,4.95,8.34,red
Kota Kinabalu|Sabah|Malaysia,6.04,116.12,red
Yinchuan City|Ningxia|China,38.54,106.14,red
Santa Maria|California|United States,34.94,-120.42,red
Lancaster|Pennsylvania|United States,40.05,-76.3,red
Qaryat ash Shahid Yunis as Sabawi|Nineveh Governorate|Iraq,36.38,43.14,red
City of Sarajevo|Federation of Bosnia and Herzegovina|Bosnia and Herzegovina,43.87,18.42,red
Madison|New Jersey|United States,40.76,-74.43,red
Osijek|@|Croatia,45.56,18.7,red
Kuiwen District|Shandong|China,36.71,119.13,red
Beaumont|Texas|United States,30.04,-94.08,red
Fukuyama|@|Japan,34.46,133.23,red
Gold Coast|Queensland|Australia,-28.07,153.38,red
Springfield|Massachusetts|United States,42.11,-72.56,red
Mérida|Yucatán|Mexico,21.01,-89.62,red
Chenggong District|Yunnan|China,24.93,102.81,blue
Qena|Qena|Egypt,26.18,32.74,red
Évry-Courcouronnes|Ile-de-France|France,48.62,2.43,red
Greenville|South Carolina|United States,34.87,-82.36,red
Narashino|@|Japan,35.69,140.02,red
Shangcheng District|Zhejiang|China,30.26,120.2,blue
Aston Township|Pennsylvania|United States,39.88,-75.44,red
Binjiang District|Zhejiang|China,30.17,120.15,red
Youngstown|Ohio|United States,41.11,-80.65,red
arrondissement de Guéliz كليز|@|Morocco,31.67,-8.0,red
Gödöllő|@|Hungary,47.59,19.36,red
Carlstadt|New Jersey|United States,40.83,-74.06,red
Okazaki|@|Japan,34.97,137.14,blue
Kiyose|@|Japan,35.78,139.51,blue
Suncheon-si|@|South Korea,34.97,127.48,red
Lewiston|Maine|United States,44.11,-70.2,blue
Hongqiao District|Tianjin|China,39.18,117.13,red
Hillsboro|Oregon|United States,45.54,-122.94,red
Gumi-si|@|South Korea,36.14,128.39,red
Zarqa|Zarqa|Jordan,32.06,36.08,red
دهستان حومه|Semnan Province|Iran,36.17,54.32,red
Thoothukudi|Tamil Nadu|India,8.78,78.12,red
Duji District|Anhui|China,33.98,116.81,blue
Hermosillo|Sonora|Mexico,29.08,-110.96,red
Patna|Bihar|India,25.6,85.2,red
Potenza|Basilicata|Italy,40.65,15.81,blue
North Adams|Massachusetts|United States,42.69,-73.1,blue
La Crosse|Wisconsin|United States,43.82,-91.23,red
Aleppo|Aleppo Governorate|Syria,36.21,37.12,red
Montgomery|Alabama|United States,32.39,-86.34,red
Taigu|Shanxi|China,37.42,112.58,blue
Galil Elyon Regional Council|North District|Israel,33.24,35.58,red
Sunderland|England|United Kingdom,54.91,-1.39,red
Kami|@|Japan,33.62,133.72,red
Santo André|São Paulo|Brazil,-23.64,-46.53,red
Cotonou|Littoral|Benin,6.37,2.39,blue
Shivamogga|Karnataka|India,13.92,75.57,red
Liberec|Northeast|Czechia,50.77,15.07,red
Nizhny Novgorod|Nizhny Novgorod Oblast|Russia,56.33,44.03,red
Ensenada|Baja California|Mexico,31.87,-116.67,blue
Winters|Texas|United States,31.97,-99.9,red
Abeokuta|Ogun|Nigeria,7.16,3.33,red
Salisbury|England|United Kingdom,51.07,-1.8,red
Mizuho|@|Japan,35.38,136.69,blue
Andong-si|@|South Korea,36.54,128.8,blue
Pontiac|Quebec|Canada,45.46,-75.84,red
دهستان قصبه شرقی|Razavi Khorasan|Iran,36.3,57.68,blue
Kuhpayeh RD|Isfahan Province|Iran,34.02,51.41,red
Chalco de Díaz Covarrubias|State of Mexico|Mexico,19.25,-98.9,red
Tenri|@|Japan,34.6,135.84,red
Baotou City|Inner Mongolia|China,40.65,109.89,red
Cottbus - Chóśebuz|Brandenburg|Germany,51.77,14.33,red
Kasugai|@|Japan,35.27,137.02,red
Xalapa|Veracruz|Mexico,19.53,-96.92,red
Vladivostok|Primorsky Krai|Russia,43.13,131.91,red
Scranton|Pennsylvania|United States,41.41,-75.66,red
Vaasa|@|Finland,63.09,21.65,blue
Omsk|Omsk Oblast|Russia,55.02,73.31,red
Riffa|Southern Governorate|Bahrain,26.16,50.55,red
Suhaj|Suhaj|Egypt,26.57,31.71,red
Mulhouse|Grand Est|France,47.73,7.31,red
Luzhou|Sichuan|China,28.88,105.44,red
Anchorage|Alaska|United States,61.23,-149.72,red
Shaoxing|Zhejiang|China,29.99,120.57,red
Drammen|@|Norway,59.75,10.2,red
Perm|Perm Krai|Russia,58.01,56.19,red
Kiryat Yam|Haifa District|Israel,32.87,35.09,red
Belgorod|Belgorod Oblast|Russia,50.58,36.6,red
Fresno|California|United States,36.74,-119.78,red
Madison|Alabama|United States,34.67,-86.75,red
Kashiwa|@|Japan,35.9,139.94,red
Chattogram|Chattogram Division|Bangladesh,22.36,91.8,red
Brahmapur|Odisha|India,19.31,84.81,red
Ulyanovsk|Ulyanovsk Oblast|Russia,54.35,48.39,red
Sachseln|Obwalden|Switzerland,46.8,8.22,red
Eau Claire|Wisconsin|United States,44.86,-91.47,red
Chișinau|@|Moldova,47.01,28.85,red
Morristown|New Jersey|United States,40.79,-74.48,red
Limassol|South Cyprus|Cyprus,34.68,33.04,blue
Upper Allen Township|Pennsylvania|United States,40.16,-76.99,red
Rapid City|South Dakota|United States,44.07,-103.21,red
Kelsterbach|Hesse|Germany,50.05,8.55,blue
San Martín de Porres|Lima|Peru,-12.02,-77.06,red
Yaroslavl|Yaroslavl Oblast|Russia,57.63,39.89,red
Vercelli|Piemont|Italy,45.33,8.42,red
Miskolc|@|Hungary,48.08,20.77,red
Waterford|@|Ireland,52.25,-7.08,red
Des Moines|Iowa|United States,41.58,-93.66,red
Sejong|@|South Korea,36.51,127.26,red
Petaluma|California|United States,38.23,-122.59,blue
Suva|Central|Fiji,-18.13,178.43,red
Kfar Sava|Center District|Israel,32.19,34.89,red
Iwaki|@|Japan,37.02,140.92,blue
Västerås|@|Sweden,59.62,16.54,red
Inuyama|@|Japan,35.32,136.95,blue
New London|Connecticut|United States,41.38,-72.1,blue
Yurihonjo|@|Japan,39.39,140.07,red
Makkah Al Mukarramah|Makkah Region|Saudi Arabia,21.33,39.95,red
Greater Noida|Uttar Pradesh|India,28.47,77.48,red
Jamshedpur|Jharkhand|India,22.81,86.21,red
Centennial|Colorado|United States,39.6,-104.9,blue
Dacorum|England|United Kingdom,51.75,-0.47,red
Montevideo|Montevideo|Uruguay,-34.89,-56.16,red
Minhou|Fujian|China,26.07,119.18,red
Souk Ahras|Souk Ahras|Algeria,36.3,7.92,red
Bergamo|Lombardy|Italy,45.69,9.67,blue
Bab Ezzouar|Algiers|Algeria,36.72,3.18,red
Mairi|Borno|Nigeria,11.8,13.2,red
Bodø|@|Norway,67.29,14.56,blue
Dubai|Dubai|United Arab Emirates,25.25,55.31,red
Durg|Chhattisgarh|India,21.19,81.32,red
"Oeiras e São Julião da Barra, Paço de Arcos e Caxias|@|Portugal",38.69,-9.32,blue
Palisades|New York|United States,41.01,-73.93,red
Karabük Province|@|Turkey,41.2,32.62,red
Hecheng|Hunan|China,27.58,110.02,red
Hastings|Nebraska|United States,40.59,-98.37,red
Raymond|Mississippi|United States,32.26,-90.42,red
Rimouski|Quebec|Canada,48.45,-68.51,blue
